,text,predicted_labels,confidence_score,annotation_correct
14473,Heading downtown! Drinks and dancing!!,,,0
14474,"Im so done with this cold. I really wanna go out tonight, but i really dont feel like it.",,,0
14475, You`re welcome and thanks for inviting us to talk. #48hoursnz is like becoming a parent. No one can really prepare you for it,,,0
14476,"off to go buy more deck sleeves and 3X3 card pages.  Man, those pages are expensive!   Stupid organizing collection.",,,0
14477, where`s the UK love?!,,,0
14478,I have a broken wrist,,,0
14479,Guess I`ll be running in a little bit. Accidentally fell asleep,,,0
14480,Cathylo-fran! I`m glad i can vent out to you about this. Thanks for being here for me bestfriend,,,0
14481,had a nice brunch by the bay.. Thank God for Mommies!,,,0
14482,  i love you. don`t leave me!,,,0
14483,Back to reality... boo,,,0
14484,Is definitely working sunday afternoon to late evening,,,0
14485, you didn`t come to see the hosts at hilton mr. thomas. we spent lots of money for nothing. that`s boring,,,0
14486,I only have 2 more seasons of X-Files to watch,,,0
14487, I understand  Computers are fun again!,,,0
14488, haha it will be interesting haha,,,0
14489, Yes. when I was talking to you...,,,0
14490,  I know... just when I was starting to think this break-up was gonna have me up all night tossin and turnin.. no ma`am!,,,0
14491,HAPPY MOTHERS DAY to everyone lucky enough to be a mommy. extra special happy to  who became a mommy 2day,,,0
14492,Im craving some cinnamon toast crunch. Why is it so cold today!!,,,0
14493, Thanks bro but I`m awake already  How are you?,,,0
14494,At the coast. Too many people here i know.  i love you Nicci!,,,0
14495," you can have the sun too. It all sucks, especially for my pale whiteman skin.   I can`t stop sneezing, and I blame you.",,,0
14496,Watching Ace of Cakes,,,0
14497, My Photoshop won`t let me save anything  Due to a disk error. The blend took me 1.5 hours!,,,0
14498,"yeah one burrito did not taste like the other, there was no avocado ranch sauce",,,0
14499,its my birthday.....happy birthday to me!!!!,,,0
14500, i wish i was outside,,,0
14501," Hey Sam, happy mothers day",,,0
14502,"Anybody have advice on who to use for printing biz cards besides Overnight (bad experience) & PsPrint, each biz card = sep. project =",,,0
14503,is off to get the boy and then to his doc. Persistent coughs are not good.  http://plurk.com/p/x285t,,,0
14504,gear troubles all day long!,,,0
14505, Please bring  to your show,,,0
14506,Threee WORDS . . . YOUTUBE BAMBOOZLE SHOW,,,0
14507,Graduating from high school tonight  im kind of sad..,,,0
14508,http://twitpic.com/4jccd - and also these hi top Reeboks.  cause i can,,,0
14509," Lol, triplet.  Haha I`m so glad that morgan got the bag even if she didn`t ride the ride",,,0
14510,is going to her last full day of school. life is good.,,,0
14511,I HATE FLORISTS  No rose for cassadee tomorrow now =/ fricken **** florist people ={ hmm..need something else...hmm...,,,0
14512,this thing was more fun with my itouch,,,0
14513," well, the requirements are quite high as well",,,0
14514,"Poor  `s mom just told her she looked like a ****.  The skirt wasn`t THAT short, and it`s 87 degrees out!",,,0
14515, You know we dont believe half of what they say,,,0
14516, denial can be very powerful,,,0
14517, congratulations,,,0
14518,"Wow.... I thought we`d only be gaming for 8 hours but here I am 13 hours later seeing the last person out. <_< Long session, but fun.",,,0
14519,"Oh... according to mom dad is going to try and take 2-3 weeks off in Sep. to go to Austira, and just wrap a vacation into it as well lmao",,,0
14520, EPIC moment! hahahha i swear.. i really wanna see it,,,0
14521,Done some positive affirmation now back to the Japanese yay for bank holiday Monday,,,0
14522,"Had an interesting evening amongst homeless people in Venice Beach last night, wishing I had my camera with me........ and model releases",,,0
14523, YOU SHOULD TOUR!! *lol* I live all the way out in Tennessee! :-P jk. How would you do that?,,,0
14524,only an hour left with my iPod touch,,,0
14525,OO YAY 39 FOLLOWERS I WANT 100  HELP ME,,,0
14526,"is laying in bed, wishing i could meet Kellan Lutz.... haha im a nerd...dream on",,,0
14527, is over,,,0
14528, I`m absolutely jealous as hell of Brenda,,,0
14529,Whooops... wrong smiley... it`s supposed to be  LOL,,,0
14530, ur moving to leeds?? wut are u doing up there? work? ur just a jetsetter..i wanna move to England too,,,0
14531,my phone is dead and my charger is miles away.. _S_R  i`ll talk to you in august,,,0
14532,Had a dream I brought  and  to kings island. It was pretty sweet. Bummed they`re in poughkeepsie 24 hours before me,,,0
14533, MTV Movie Awards. Go vote! STAT,,,0
14534, Why do you not respond me?,,,0
14535,AHHHHHHHH omg Pridelines got talent is giving me a headache!! wtf omg osn !!! Make it stop mommy make it stop,,,0
14536, i love those boys. i missed the chat yesterday  it was the firts & only one i`ll miss though! <333 Nick Jonas <3333,,,0
14537,So I`m REALLY considering it at the moment  Same days but even more money. Harder work though but can`t imagine harder than I do now.,,,0
14538,"No running for the past couple of days due to bad knee   Still, Guitar Hero Metallica arrived and has kept me amused...Time to ROCK!!!",,,0
14539,he`s pretty cute.,,,0
14540,when do the stars come out??,,,0
14541,"Ima go to sleep long day ahead....And its all Benicks fault ,i so dislike him. >=( Well Good Nite World!",,,0
14542,"10 yrs ago, on a night like this..id have been drinking with co workers, then went home got cleaned up and went clubbing..",,,0
14543,best show of my life. mcfly rocks my world  i wanna meet you guys ;;,,,0
14544," lol, as a target employee they forbid me from that place, no i usually go in and buy like everything along with commenting",,,0
14545,just now i know how twitter exactly work,,,0
14546,Might be in the middle of a perfect weekend...,,,0
14547,"Wee laddie`s been SO upset for about 2 hours. Tried soothing him in bed, nursing, etc. Nope. Up at 3:30am for real food. Blue Clues now.",,,0
14548," Yeah, the economy sucks SO BAD.  Yeah, I know what a cafeteria is. I`m unemployed at the moment and I hate it!",,,0
14549," weird, `cause i synced mine this morning and got the new episode...",,,0
14550, same with drunk guests.. Our jobs are pretty similar sometimes,,,0
14551," You can get into Canada, but I can`t?  WTF!!!   (Seriously, I`m not allowed to cross the border!)",,,0
14552,lol if i only can sTay up a few more hours.. i keep missing Tila`s lasT posTs ..,,,0
14553, i know  mark is still one of my favorite boys ever. So nice and adorable.,,,0
14554, Is a **** but she`ll never know I said it cuz she doesn`t love her twitter,,,0
14555,_ A blouse! ahahaha I gave her money and she went to get it!  Where`s your mom??,,,0
14556, If you mean backround then.. Settings>design.. scroll to the bottem and click change backround image  & there ya go.,,,0
14557, ... i hate it so much.,,,0
14558,i woke him up in the end. Got bored.,,,0
14559,recovering from being sick ... anyone want to bring me soup?,,,0
14560,looking at all my old myspace status` oh mann. Skyrockets in flight! afternoon delight! AAAAAAAAfternoon delight!,,,0
14561, Very funny Thanks,,,0
14562, I love it...that`s going to be one of my new fave quotes.,,,0
14563,_KHC wooow. lucky XD my break is gonna end. my classes starts @ june 4,,,0
14564, AH! STEPH TWEETS!,,,0
14565,has had AWFUL hiccups today and now can`t fall asleep because of them,,,0
14566," if you could get down to easton, you could join us!",,,0
14567,baked a cake & watching a movie.,,,0
14568,Todays the day Twitterland...house closing begin at 11 and we should get to start moving in @ 3 into the new place.,,,0
14569,just watched JONAS. It was funny.,,,0
14570,Just downloaded parnoid,,,0
14571, I`m out of town next week   We`ll have to party when I get back. Happy early Birthday!,,,0
14572, me me me!  lol,,,0
14573," Now, what on earth led you to believe that?",,,0
14574,Happy Birthday tooo meeee... Happy Birthday tooo meeee...,,,0
14575,wow tiz almost midnite o_O bedtime for me!! ha gnite gorgeous ppl  *HADtheBESTdayEVER*,,,0
14576,_ Goodnight,,,0
14577,The Hangover: That movie is gonna be hilarious. wish i could see it with the crew,,,0
14578," Sam, may I ask an odd question?  What might your fave animal be?",,,0
14579,"Jesus...I`m being SLAMMED via DM`s from the Papaya lobbyists.  OK. Holy ****: Mangosteen, Durian or Papaya...or cybersecurity on a stick.",,,0
14580, What happened to Dave?,,,0
14581,am sitting in the library with eyes half closed cause havent slept in a while coz of exams,,,0
14582, Yes - noticed that after the retweet..,,,0
14583,Just got to work. Only today and three days left.  my heart is breaking.,,,0
14584, oh! i love that as well!! all of MCR songs are great!  and happy star wars day to yaa xD,,,0
14585, shut up  you know what! oll just like zack again then.,,,0
14586,10) I`m allergic to hot wax,,,0
14587, Pad Thai is my favourite,,,0
14588,I just ate some burgers from Jack In The Box and im not sure if I want to continue eating burgers,,,0
14589,". I missed your party...you must forgive me pleassse, i feel bad..",,,0
14590, oh you and  had free drinks?! thats wasup..Im givin up drinkin for a lil bit,,,0
14591,"*uh* totally forgot the gentoo reinstallation  don`t know what i should backup. the make.conf, my home and /boot. nothing else..?",,,0
14592,Stuck in awful traffic in the way to the wedding. Ceremony is supposed to start now. Ughhh.,,,0
14593,"Off to bed after hours on the phone gossiping with Bia, lol. Nite nite, sleep tight!",,,0
14594, I`m sorry to hear that! that makes me sad,,,0
14595,yum - mother`s day lunch at The Food Business in Burnside was delicious! such a gorgeous day,,,0
14596," That was pretty awesome on both our parts, but a person on a bike behind you said hello and left before I recognized him",,,0
14597,SNL with Justin Timberlake!,,,0
14598, http://twitpic.com/4wkym - Looks Yummy...I can haz smal pies pleess??,,,0
14599,"Gonna WoW for a bit. Later, Twitter <3",,,0
14600,"PINKPOP weekend & I`ve got NO tickets, meaning no BRUCE Springsteen  Oh well, it`s WWWWWEEEEEEEEEEEEEEEKKKKKEEEENNNNDDDD!!!!!",,,0
14601," yes, at an upgraded consumption rate, too",,,0
14602,"300 updates  actually 13,527  lol",,,0
14603,Not feeling very well.,,,0
14604,45Th st pub anyone tonight? Dont want to be a lonely drunk tonight,,,0
14605,_05 I know booskie. HE is everywhere I am. & U too. Thank u for the reassurance! I love u.,,,0
14606, he`ll be out of school in 18mos! He just started again,,,0
14607, showed my fluid decreasing slightly so doesnt look like Im getting out of this bed anytime soon  Ive got a follow up U/S next week,,,0
14608," talks about _Dunk http://partyends.com/blog/?p=1654 , their CD release is tonight at Stubb`s! Wish I could go support!!",,,0
14609," hey jesse, here`s your background  let me know what you think! http://tinyurl.com/cf2yuj",,,0
14610,****....game starts in 30 min!!,,,0
14611,"    WOW!  That is so awesome, Andre!   It will be great, I know!  Can`t wait.   And you dad`s aren`t so bad either!",,,0
14612, arre seriously! They shud take his sperm nd clone him into 23 yr old single guys,,,0
14613, I want a massage!!!,,,0
14614,"Someone just sent me a random phone pic of Asian cats (with the paws in the air like in sushi/Chinese restaurants), and I don`t know who",,,0
14615,Sick kid trumps advance planning.  Bummer,,,0
14616," If I knew it was gonna be this kind of party, I would`ve stuck my **** in the mashed potatoes!",,,0
14617, hahahahahahahahahahahahaha  that could be interesting,,,0
14618,He`s off...again  i wish he would make up his frickin mind...,,,0
14619,"WTF facebook just cleared out my whole survey and i was on the last q, this night gets better and better  what else is next?",,,0
14620,****...the right side of my earphones just stopped working all of a sudden. Now I need to buy new ones...,,,0
14621, revising as uni exams are looming,,,0
14622,bah! bk on reception  comps aint working.....BUT the sun has got his hat on hip-hip-horay  x,,,0
14623," how abt we wait til summer, and do this at ur place...ima need somewhere to stay anyways",,,0
14624, Thanks for the #followfriday!,,,0
14625, Haha... How could u? dun eat properly rt? see lar~ Go take medicine,,,0
14626,"Love, laughter, creativity.",,,0
14627,_Mel thanks that was nice of u and I appreciate u,,,0
14628,because it is too hot i am sleeping with the window open. just means all the noise will make me up early,,,0
14629,"hey life, i love you!   (translation: i love life!)",,,0
14630,"  Ya, it was pretty bad. Not sure when I will get to go visit. We have been super busy lately.",,,0
14631,#BGT That poor kid,,,0
14632,knee surgery.... back home for about 6 weeks,,,0
14633, i hope its earlier. september is along time offf,,,0
14634, Good luck on Monday!  Keep on rockin`,,,0
14635, is work next door sucking again,,,0
14636,My friends are awesome!   -- and the non Twitter ones here right now too!!,,,0
14637," In case no one gave you a heads up, AT&T just put out an iPhone app for account management (MyWireless) I`d love to see a review",,,0
14638,"  Lets change this S0ulja B0y te|| em trending topic to, 'Soulja  Girl Told em'",,,0
14639,i aint lyk any othaa gurrrrrl i dont lyk the jonas brothers-kristi.,,,0
14640, Well I guess the McCafe=tastes like **** cured ur craving? You get the McSkillet? Me Wants,,,0
14641,is stoked for spring! Amazing wild foods! Nature is abundant~bless up!!!,,,0
14642,I need skott right now,,,0
14643, hello hello hello  what u up to tonight??,,,0
14644," dude, i didn`t know it was a personal experience. sorry something like that went down",,,0
14645, i know!  i wish she would. I just wanna cuddle and sleeep in ga! And go to the world of coke,,,0
14646, loll my dad leavingg and moving to las vegas and myy now ex boyfrienndd is FINALLLY done talking to me and has left me alone,,,0
14647,Just got caught in the down pour,,,0
14648,heading up to the farm   dont want to i wanna stay here and talk with my boyfriend... STUPID MOM FOR MAKING ME GO UP >.<,,,0
14649,I`d rather sit on a bench with a friendly psychiatric patient than go a party with some 'cool' person,,,0
14650,MY best `thing` on the planet,,,0
14651, that`s because of all the stuff that was stolen while you were gone...,,,0
14652,Whew! Moving commercial-sized freezer and cooler a lot more work than I expected. Missing the HTC roundtable,,,0
14653,(bye) plurk out muna. will be back when im done reading the book  http://plurk.com/p/rq9c7,,,0
14654, God bless you my dear friend...,,,0
14655, I think I`ve been killed judging bt my energy after attacking just to see what happened  #spymaster,,,0
14656,thanks kate too.  *kisses* Xoxo.,,,0
14657,Poor .  The flowers are fornicating with HIS nose now.    ,,,0
14658,just got home from a meeting with the girls... Maaaaaan I`m exhausted!! Goodnight world,,,0
14659,I wanna see Drag Me To Hell  Someone take meee!  Oh and Follow me.  And Subscribe: http://www.youtube.com/user/JessiNoel29,,,0
14660,wah....American Chocolate Cheese Cake for my chweet mummy ! muaxxx,,,0
14661,I miss my cousin so much,,,0
14662,Jus sittn here thinkin....wow yo my boy is really gone! Smh yo! Its bout to be 3 weeks on Sunday!  R.I.P VON,,,0
14663,bored bored bored. nothing to do today besides work at 5,,,0
14664, Flo is one of my Backup wives in case Renae gets abducted by Aliens or Russians. But if Flo`s pregnant it changes things,,,0
14665,"Latest: Saw Animal Collective in Oakland and they were AMAZING! Now, I am trying to clean my room",,,0
14666," No, havent heard anything about the show   It hasnt been on on saturday nights, but there are the occasional sunday reruns.",,,0
14667,It`s Just So Audioo.,,,0
14668, Everything,,,0
14669, maybe she`s funny like a jester,,,0
14670,This is sad,,,0
14671,"Grrr, I can`t even practice Trumpet or vocals because my glands in my neck hurt too much! Guitar it is then.",,,0
14672, I was supposed to go boating/songwriting in Cape Cod.. but its cold and rainy,,,0
14673,Hahahahaha i rember when i riped that william picture out of one of claires mags. I beated zoe to it,,,0
14674,"Oh no, hubs is so sick! I hope I don`t catch it",,,0
14675,is having a quiet mothers day evening... happy mothers day to all the yummy mummies,,,0
14676,@_mamalaura night! So cute that K loves frogs  http://myloc.me/FI0,,,0
14677, Maddie starts working? WATCH OUT WORLD!,,,0
14678,GOING TO WATCH SUPERNATURAL shall return afterwards  ****,,,0
14679," omg what a shame about Hollie,just watched that clip u posted",,,0
14680, used is definitely cheaper... may have to get later ones that way... but new is ok for now...,,,0
14681,"_**** awww, that sucks",,,0
14682,going to check and make sure no more fishies are dead. poor fishies,,,0
14683,"i am boooooooored, theres nowhere to go",,,0
14684,Hurray for old friends with beer and lady friends!!!!,,,0
14685, yayy!!! Im gonna see you today! I miss you!,,,0
14686,got such sore feet,,,0
14687," No i am not a mom or dad, hmm well I will forward the link to my mom.  I am embarrassed now",,,0
14688,oh thats hard-going. I`m writing a book at the moment so am motivating myself to press on with that.,,,0
14689, thanks.. that was quick..,,,0
14690,says it`s late. Goodnight people!,,,0
14691,This will be the worst day ever....graduation,,,0
14692, It`s time to be all u can be like the reserves....I lost one.,,,0
14693,Trending Topics on Twitter used to useful. Now they`re just like middle schoolers passing around notes cause class is boring.,,,0
14694,Daughter has a 45 min orthodontist appt and I forgot my ebook reader,,,0
14695," so give me a quick update grace, you`ve quit the foodland job and you start at JB`s tomorrow full time? heaps exciting",,,0
14696, haha! And Twitter! Hard though isn`****?!,,,0
14697,_gregor Great avatar,,,0
14698,Gonna have to have arthroscopy to repair my knee,,,0
14699,Oh my `Mix Khichadi` seems to be ready now .. time for Lunch  !,,,0
14700,half my class just called me retarded it hurt for real,,,0
14701, good to know PLN`s Earthday doesn`t only happen in my neck of the woods,,,0
14702,"thx for all the nice 'it`s going to be alright' mails ... and yes, of course you can leave a comment on my blog ! cheers, i ll be napping",,,0
14703, ****! I wish I were going! Found out too late to get wranglers for my kids and .  I miss #mountainjam every year!,,,0
14704,Got 2 get ready 4 work  would rather be fishing!,,,0
14705,Having to write a real looking paper letter. Not done one of those for a very long time. Sad really.,,,0
14706, yay i found u!! i had a great time tonight!,,,0
14707,"browsing thru adopting agencies, i`m gonna get some exotic kids",,,0
14708, im following because of   yaaaaaay conor!,,,0
14709,Oh boy this is going to be a loooooong day,,,0
14710, dont quit.,,,0
14711,Finally it`s Friday! Things are going to be so different starting next week...my house will be empty!,,,0
14712,I am loving this beautiful monday morning!,,,0
14713,says everyone was busy  http://plurk.com/p/rou4v,,,0
14714,Heading home in the rain  no pool today...guess I will hit the treadmill instead.,,,0
14715,My roommate has officially started packing,,,0
14716," hi ty. good morning. happy mom`s day to your mom. i love that your entire family is adding me on FB! i love `em, very sweet!",,,0
14717,_Hammond Were on the way home from a night in London! Was lovely! Now working all weekend and Monday  when the weathers nice x,,,0
14718, haha its awesome i always have to use it when i eat,,,0
14719,_b I met  at EPIC - he said you were at SS Coffee... I thought he just meant sitting there drinking a lot of coffee,,,0
14720,did it!!  back in pakistan! - http://bkite.com/07kBQ,,,0
14721," Easy, I`m trying to learn   Serious and normal....two new words for me ;)",,,0
14722,_127 not nice.rather be one or the other.lol,,,0
14723,whenever it rains it`s so hard to get motivated,,,0
14724,chillin` with Kealie.,,,0
14725,_cohen I am lost. Please help me find a good home.,,,0
14726," I wanted to, but I sadly work today.  Normally, I don`t work Fridays, either.",,,0
14727,"is hungry, but can`t leave for lunch",,,0
14728, I wish he was still around.   there was a litter under our azalea. I caught DD in the back yard @ 6 am with bunnies in her lap.,,,0
14729,likes being friends but it hurts when u love your friend but the feelings arent the same. trying to sleep. has to really try to give up.,,,0
14730,Happy Star Wars Day everyone! May the 4th be with you,,,0
14731,_MJA ..I don`t know who gon do the yelling & cussing for upgrades when u go.,,,0
14732,finished my capital transactions exam . . . as another monkey climbs down my back. looking forward to being in a glorious mood tomorrow.,,,0
14733,  They don`t do car audio,,,0
14734,"ok.. BEST SNL episode i`ve seen in a hot minute. Justin is wonderful and Ciara has muscles..the end. G`nitey, tweet tweets!",,,0
14735,Good morning everyone i hope you all have a great day  even though  it is Monday keep on smiling,,,0
14736,Watching Jimmy F.  delete all his social network profiles  No more Jimmy cyber time.,,,0
14737,the grates & children collide tonight,,,0
14738, I thought I was the only one with the tags on the outside of my shirt,,,0
14739,There are ants on my lollipop,,,0
14740, thanks  i love the word CRIKEY it`s like my sayin`,,,0
14741,"Husband Went off to bed, now off to missing him again until he is off again Tuesday",,,0
14742, and  there is no top 40 radio station in fresno!,,,0
14743,Still working on music grades...outside on the deck...sun is behind a big gray cloud,,,0
14744, i tryed that the other day but they werent giving up what they were using!,,,0
14745, peter!! follow me!! oh and have fun in europe!,,,0
14746,"Wal-Mart orientation...it`s work, but seriously...this sucks",,,0
14747, ay buti pa kayo!!!! uy thank you!!,,,0
14748," oh dear, thats not good - I hope you get through it all with a smile",,,0
14749,Ahhhh I think the rain is gonna begin shortly,,,0
14750,there are some really scary noises coming from outside,,,0
14751, Oh I know. For a while they cancelled the 5pm Oxford to Paddington every Friday evening because of staff shortages,,,0
14752,puppy I wanted was adopted yesterday  I guess my dogs don`t get a little brother anytime soon. but at least he isn`t in a shelter now,,,0
14753,In class till 12  wishing the rain would go away!!,,,0
14754, a buff guy.....unfortunatly alot of people dont know Danny`s name either which is sad   Sophie is so sweet,,,0
14755,An extra night in pasadena with sergi baby cuz i `missed` my train to riverside,,,0
14756," so wish I was there with ya, but at 6:48am Belgian time I was sleeping...time diff sucks. Take me there!",,,0
14757, im sorry. I fail.,,,0
14758, plz dont fall in love with tokyo and never come home,,,0
14759,"Ride bmx on the beach in Burgas, after careoke night",,,0
14760,at BIF.... i love this buliding....,,,0
14761," ease of use, better camera, syncs w/iTunes, smaller (I looked at Storm), more eye-appealing & not clunky. -just a few!",,,0
14762,"loves the new Mother`s Day snl digital short, mother lover, oohhhh cornyness",,,0
14763,Back from NYC... convinced on moving to the LES by Fall,,,0
14764,"Star Wars day? I didn`t know there was a such thing  May the force, be with you <3",,,0
14765,"ned to go to beathroom, don`t know if i can reach/find clothes. need to walk outsie to get to bathroom. ok at night, not ok in daylight.",,,0
14766,Halla Miss Haloom  .. how are you dear? am doing fine so far but .. eeem worrying about rationale project.. Allah eyaseer inshallah,,,0
14767,"Duuuude, Tim said that they`re making a Red vs Blue animated series! It`ll be either on Adult Swim or G4. I hope AS, coz I don`t have G4!",,,0
14768," *laughs* reading?!  not happening!  i`m glad alice was in the shower, she should`ve seen that we were going to be worried",,,0
14769," HAHAHAHAHAHAHAHAHAHAHAHA I love it!!! No, actually, I have been having mad cravings lately though",,,0
14770,_Jolene Try 90 4 next 3 days!  :O  Yuk!    lol  n e thing poppin` @ SN?,,,0
14771,"Being tall has its ups and downs , my legs are in pain",,,0
14772, yummy thanks  strangely quiet too. Kids are downstairs harassing Lance,,,0
14773,I am so **** hungry it`s not even funny!,,,0
14774, Link doesn`t work,,,0
14775,@ Nickchien _ i am happy to break my twitter virginity with you two.,,,0
14776, we miss you in SE Asia. Come visit us when you have time.,,,0
14777," Hey, sorry I didn`t get in touch sooner! We didn`t go by Bologna. It was out of our way",,,0
14778,is actual gonna need a new job and not just want,,,0
14779,Awww my daddy! Got in a car accident! Pray for him! He`s shook`n up a lil!,,,0
14780, **** your in trouble now  why don`t you try with one of those companys that buys your house for you,,,0
14781,"Ah, lets start working! Livingroom here I come",,,0
14782,"June is going to be a long, lonely month.",,,0
14783,Im still in my my pjs  but I haveto get dressed cuz Im going to see Dancing on Ice live,,,0
14784,My last full day of even day classes. I`m a little sad,,,0
14785, G`night!,,,0
14786,Picking up a couple toys tonight! D300 and 50mm f/1.4! YAY!! :-D Just for the weekend though,,,0
14787, wassup m8 ... bad day not good,,,0
14788,Working 12 hours saturday and sunday  atleast i`ll have my phone to keep me company..,,,0
14789,my fab broke,,,0
14790, i graduate at 9am on Sunday June 14th...,,,0
14791,"_x Haha, You sound like lizzie :L she`s got a sister who is older than her, and she`s like argh :@ all the time",,,0
14792, i looooove me some star trek. runs in the family,,,0
14793, Oh yah! My dad does that. But I don`t have a landline.,,,0
14794,http://twitpic.com/4jj4j - Birthday Breakfast! Yummm- chai & an apple fritter,,,0
14795,sooo long twitters! I`m off to Cuba,,,0
14796,EXPECTO PATRONUM!!! ----- nothing happens..,,,0
14797, Eeee! Hiya!  Haven`t spoken to you in ages! How you doing? *enormous hug*,,,0
14798,_cupcakes that busy wowsa .. okay my pizzas gonna be a while  sorry..,,,0
14799, sounds good. Appreciate the suggestion. Been a week now and we`re still offline  Time to ask for a refund...,,,0
14800, no wine here - I don;t drink  - but I have have plenty of forbidden cholocate,,,0
14801,I know I`m already a week behind on FF. Will TRY to get one done today! Called into work 2hrs early due to problems so will be a busy day,,,0
14802, let be me your first,,,0
14803,"dont know why so tired today  bye, time for beddy",,,0
14804,Beer pong  at 6am  with jess,,,0
14805, just saw a baby blue regal with the word 'SLAB' written in huge letters on the side  hahaaaa,,,0
14806, cute   Time for a twitpic ;),,,0
14807,Woo! Nachos AND ice cream  haha,,,0
14808,Will be your DJ for a little while! Tune in if you want  www.soompiradio.com ,,,0
14809,"milan is retardeddddddd, anyone wanna see my paint pic of him ???",,,0
14810,"Still @ hospital, unexpected complications",,,0
14811, bad luck  oh well next time you will be more lucky...,,,0
14812,_Roy i tell them it`s facebook minus everything but the status updates.,,,0
14813, thanks will try to behave,,,0
14814," hey you, honey bear! Don`t goooooooo  puhleeezeee..",,,0
14815,"just woke up, hopefully going to see the Xmen film today?",,,0
14816,Heading to Beaumont,,,0
14817,Happy Mother`s Day! I love my mommy,,,0
14818,"Morning, up early to travel to today`s game but reli happy my bro is coming to watch me  x",,,0
14819,"My tooth is bloody killing, not sure I can wait until next week to get it fixed",,,0
14820,any other Mac users completely given up on Google Chrome?,,,0
14821,going to sleep with my baby,,,0
14822,"to  and , thanks for following me.",,,0
14823,; why is the font so huge?! small fonts rock socks,,,0
14824," I love you, baby",,,0
14825, What would you know about packing? You`re making poor Lauren do it all.,,,0
14826,"So there aren`t anymore exams, but there is only 3 days left. I`ve just now relized this is a bad thing.  And a good thing. I dont know.",,,0
14827,its almost lunch time for you,,,0
14828," Bill, absolutely fantastic programme. Loved the `cow bell` bit towards the end.",,,0
14829, So you wouldn`t reply to my gorgeous hot pink shoe then?,,,0
14830, wish you were sluttin it up w me  waaaaaaaaahhhh!!!,,,0
14831,"sure miss Chick, tho...may he RIP!",,,0
14832,any one watching justin timberlake on SNL? He is greattttt! So hilarious,,,0
14833,Listening music with my friend,,,0
14834,****! ayoko na!! I said that in tagalog cuz idk what to do anymore!,,,0
14835,_ oh god i just watched it to!! did claire escape? AGAIN!!! it was really quite sad,,,0
14836,nice night  bed time; work from 4:30-8:45 tomorrow,,,0
14837,I HATE CANCER. I HATE IT I HATE IT I HATE IT.,,,0
14838, Haha most def ^__^ Rob a bank with me so i could get all the swedish fishes in the world,,,0
14839,"just got back from..ahem, meal#4...was boring but had to eat nonetheless",,,0
14840,"a reply from  would  make my life, he replies usually to the people who call him ****, then he tells them he willblok them",,,0
14841,please?,,,0
14842,"me 10 - 630, andrew 8 - 4. No idea about the rest, I think it was Ben and Princeton which could be fun  lol I`m going to be late",,,0
14843," ****! First Yes, than Frank Zappa...",,,0
14844,"  i know the feeling, working so much sucks hardcore. we need to hang out soon",,,0
14845,I am not feeling well,,,0
14846,"Every time it rains, I see at least 1 ambulance",,,0
14847,Lovin  the clean shaven Mr Flowers!  He looks so young!!!  Reminds me that I`m getting old,,,0
14848,i hate getting put on steroids. my face,,,0
14849, cool !! actually i believe T.I. has just begun his jail sentence in arkansas,,,0
14850,Saw the new Star Trek movie the other day. I strongly recommend it!,,,0
14851," yeah, but no closer to the secret of stumble.",,,0
14852,i need to write really bad. can someone go get my diary from my flat for me,,,0
14853, I`m sure  would know of more,,,0
14854, You have to come to Chile... with AC/DC would be fine,,,0
14855,Good morning to all- and welcome new followers!,,,0
14856,Lying in bed with my most favorit girl in the world. happy mommys day to me.,,,0
14857,Ugh i have boom boom pow stuck in my head and i hate that song,,,0
14858, Exactly! Silent treatment is a great torture method,,,0
14859,is at the farm doing what i do best...RIDING MY **** OFF!!!...get at me,,,0
14860,"feelin depressed ,, i miss you soo **** fcking much besties  ..i wish i wouldnt have left yt",,,0
14861, Prowse? I got a Christmas card of him last year.  & I wish I had the money right now. Saving for an apartment,,,0
14862, i would be looking forward to seeing you tonight if i was going,,,0
14863, everything is near here in SG! but you have a point--sana hindi sa Jurong East ang office ni ,,,0
14864,is super happy at the new interest rate.  whoop whoop.,,,0
14865," I use an external track ball with my laptop. Again, seems excessive, but is totally more efficient.",,,0
14866,Im a loner  haha suckss,,,0
14867,"Is in the badbooks again, don`t know why I bother",,,0
14868,i was too slow to get $1 Up tix,,,0
14869,Blogging-- http://13tolife.us/ Mentioning links to contests where you might just win a free book or two!,,,0
14870, yeah  just told Stanley its the only time I want to slap girls icky **** encoraging bad behavior,,,0
14871, totally! I`ve been waitin for somethin new and thought provoking at mj.name,,,0
14872,my tummy hurts!,,,0
14873,Way to many people were crying at the school picnic and now I have to decide if I want to go back or go to public. I`m confused and sad,,,0
14874, but thats 7 weeks away  Im sure we got by only tweeting at night before?,,,0
14875, bit excited are u bradie lol,,,0
14876, - mostley yellow and green,,,0
14877,"bummed i didnt get to see manchester orchestra bc it was sold out, i spent all night buying tv shows on itunes  lame",,,0
14878,Back from Miami. I miss South Beach,,,0
14879,First sports banquet without katie,,,0
14880, Yay! Thank you.. Feels like ur yelling at us   LOL,,,0
14881, so nice to meet you too!  is the best for bringing me along,,,0
14882," LOL, very true. I`ve been keeping an eye out for that - they arent very tech savvy so I`ve been alright thus far",,,0
14883," well it sounds delicious! i`ll be laying out on my patio tom, sans pool!  Enjoy your burgers!!",,,0
