,text,predicted_labels,confidence_score
765,i`ve just woken up,neutral,1.0
766, hahaha oh man please come to pomona i would love to see you everyday instead of like once a year if that,positive,1.0
767,Jon made one of the greatest dinners ever: roast pork tenderloin on a bed of wild rice on a bed of mixed greens & yummy sauce. No wine,positive,1.0
768,nooooo its raining......had 2 leave the beach,negative,1.0
769,Shower. Class. More class. Taking care of my lady-friend. Writing like there`s no tomorrow.,positive,1.0
770,Rockstar photographer shoot went great tonight. A little different than the usual stuff - very nice.,positive,1.0
771, great pics! You should try to start selling your race photos to runners,positive,1.0
772,"Goodmorning twitter, oh my gosh, i woke up soooo nice, lol ... oh hai thar twitterverse. Happy #mothersday everybody  (especially mine)",positive,1.0
773,"_dulay i swear it took me 2 hours to get from bel air to alabang.  but yes, i LOVED reminiscing about our HK trip with you & ",neutral,0.6666666666666666
774,Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.,negative,1.0
775,The World is just amazing!,positive,1.0
776,i have no idea what im doing and i am completely lost.,negative,1.0
777,@ gadgetopia need to DM you but you`re not following me.   Will send email.,neutral,0.6666666666666666
778, awww hes too cute!!wish i could`ve gone,positive,1.0
779,got my cable set up! WIN!  got my lock put on my door! WIN! feeling a tad neglected... FAIL.,positive,1.0
780, I think that may look a little silly -.- Also my camera is broken so no photo,negative,1.0
781,just had a great talk with grace about how awesome God is and how he works...that somehow started with how remote controls work,positive,1.0
782,this day has beasted me.,negative,1.0
783, I`ll be listening!,positive,1.0
784, oh no....u don`t have to hit him up. He had a family emergency so there was a lil delay. Just can`t wait to see them,neutral,1.0
785,sitting at home doing nothing. gonna be like this all weekend,negative,1.0
786,OH NEVERMIND I THINK THIS THING IS UNSALVAGEABLE,negative,1.0
787, flew Brisbane - Lax today.  Great flight.  Love the lights.  Shame about one drink limit though!,positive,1.0
788,I think i should go to sleep considering i hav to b up on 3hrs....,negative,1.0
789,  If I told you how often I wash my hair you would never speak to me again,negative,1.0
790,I just spent 2 hours looking for a blog topic and ended up inventing my own.  grrrr    http://bit.ly/QRz6y,negative,1.0
791, seems to have disappeared out of my life,negative,1.0
792,"HAPPY MOTHER`S DAY to my Mom, and every Mom everywhere.  Off for a stroll at the Beaches later--hopefully...",positive,1.0
793, ohhh i wanna go  gahhh but i dunnooooooo :S me confuzzzledd should i or not???,neutral,1.0
794,_KittyKat hello new follower  haha!! how are ya?,positive,1.0
795, haha best thing about office birthdays hey,positive,1.0
796,"****, I never knew I could miss my phone so much for 4 hours till they told me I won`t have it back till then",negative,1.0
797,_Lay aww well I just randomly woke up and now I can`t sleep! Too many things on my mind,negative,1.0
798,That`s it? It`s done already? This is one proof that there`s nothing fair in this world.   http://bit.ly/10UEMq,negative,1.0
799,I am going to see how long I can do this for.,neutral,1.0
800,"You better come here by the time I count to 10 or else. 1, 2, 3,  BAM!!!!!",negative,1.0
801,PRD take a long time to review!,negative,1.0
802,"_3 U know - kids do what we DO - not what we SAY ... well, don`t we all, really  ....",negative,0.3333333333333333
803,Ugh! I wanna play dnd but i know i`m going to fail this final. I NEED to study,negative,1.0
804,"  Hi, Thx for following  I teach some Chinese lessons on youtube, pls feel free to have a look www.youtube.com/ChineseLearn",neutral,1.0
805, how sad! are you saying that I`m fat?  *tears*,negative,1.0
806, why thank you. I might just take you up on your offer,positive,1.0
807,I`m trying to find the driver for my Microsoft Lifecam VX-3000 Webcam and can`t find it anywhere! anyone have any links?,negative,1.0
808,Finally get to lay down for a bit i have a major headache,negative,1.0
809,"  Yes, you should go see Star Trek!  It`s sooooo much fun!",positive,1.0
810, Mitchel you have no idea how much I want to call you!! but it costs loads to call from england!!!,positive,1.0
811,"Stupid me, accidentally gave my honey the Atomic flavored buffalo wings and now his stomach feels just awful..... Im sorry baby",negative,1.0
812, very relaxing thank you. Hope you get to put your feet up tomorrow and enjoy the day,positive,1.0
813, yessir that is 100% right,positive,1.0
814, Night!,neutral,1.0
815,Writing my Music Lit final paper on Mozart`s Eine kleine nashtmusik. Mom is giving me a hand...and I`m actually having a GREAT time,positive,1.0
816,i got over the crush issue but now tomorrow my friend is going to india for the whole summer  im back to being sad.,negative,1.0
817,Too warm!!!,positive,1.0
818,Ada acara menarik lain: Keys to the VIP di channel V. Ttg straight yg dikasih tasks to approach strangers in the crowd.. Hmm,neutral,1.0
819,  well hit me and we can see...it depends then,neutral,1.0
820, aww thanx andy,positive,1.0
821,Some goodies bagged at the car boot including some very cute cross stitch birds for my craft room! The man selling was a sweetie,positive,1.0
822,has just finished ironing his clothes for #Church. Gonna walk the dog now then grab a shower/shave and be off  #jottonia looks good too,positive,1.0
823,shower time!!!!!,positive,1.0
824, COOOOOOOOOL... DOOOOOOOOOWN... Patience... Is... Virtue...,positive,1.0
825,"Gotta drop off some car parts for a buddy to press out, then to the dentist!    http://yfrog.com/0a7v3j",neutral,1.0
826, i cant call  im at work,neutral,1.0
827,Going to the courthouse to pay for tags & taxes on all our cars...this is gonna be expensive.,negative,1.0
828,So tired & ready for bed!! Really in the mood for salt & pepper chicken wings & noodles but have no money on me for a Chinese!,negative,1.0
829,The usual. Two family parties today. Happy Birthday Lily!  http://twitpic.com/4w472,positive,1.0
830, I am on here..finally. AND YAY. seriously. that made my day oh fellow hell ruler,positive,1.0
831,GOODNIGHT MAGIC AND PRETTY WORLD,positive,1.0
832,doesnt have a hangover  and is getting ready for a good ol` english fry up,positive,1.0
833,Waiting to put my story about Stereo Skyline up. Don`t know where to put it. BOOOO,negative,1.0
834,Working now,neutral,1.0
835,Just at Starbucks with Farrah!,positive,1.0
836,@ ginniejean there`s a lot of mojo all over the place...  yes.,positive,1.0
837,third date went well....moving on to fourth!!!!!!,positive,1.0
838,Mad tired. But it`s the hols! I miss chomp chomp terribly!,negative,1.0
839,is finally starting her assignments,positive,1.0
840,Good morning  ready to start this week.,positive,1.0
841," I`ve read good things bout it. Just not feelin it tonight. Proly finish it tomorrow, after Star Trek",neutral,1.0
842,So glad I`m finally done with finals!,positive,1.0
843,watching 'That Thing You Do' on Comcast. Missing my boo like crrrrrazy!,positive,1.0
844,It just had to rain on me almost a perfect day now my clothes are wet,negative,1.0
845,_1 yeah we only went for 5 days  im trying to get back in november with my mom for super soak stars weekend,positive,1.0
846, I miss u guys too  I prob won`t b bk til august sumtime... But if I come bk anytime b4 then ill 4 sure let u kno!,positive,1.0
847," Okay, make sure he`s alright kk? Cuidalo. Let him know he`s a got friend in us aha..",positive,1.0
848,It will if I do it in a round about way. I ahve to copy the public contacts into my personal contacts first.  no big deal,neutral,1.0
849,trying to figure it out,neutral,1.0
850, _bob7 I`ll update you. I had to leave him at the vet for tests and xrays.,neutral,1.0
851,Went to see hannah montana movie on saturday  loved it .... still cant work twitter out though,positive,1.0
852," lol, i`ve done that one b4  i`m a victim 2 that! lol",positive,0.6666666666666666
853,i would slip and fall... on the dirty school bathroom floor. fml.,negative,1.0
854,Just got confirmed that itÃÂ¯ÃÂ¿ÃÂ½s pizza-time with some ex co-workers on friday...looking forward to it,positive,1.0
855,well paisley has one of those cone things around her head...SO funny but I feel bad for her,neutral,1.0
856, ugggh idk how to do that  but i only wanna stop getting texts from twitterr  -ilsE*,negative,1.0
857,can`t wait to november for Jobros concert ! In examination,positive,1.0
858, been there done that. It always ended up with me selling the machine and going back to my mac,negative,1.0
859,"Just came back from watching Terminator Salvation @ Cathay. It`s so-so only, not so much action  but I feel sorry for Marcus though.",neutral,1.0
860,is sitting thru the boring bits in Titanic waiting for the good bit to start in couple of hours,neutral,0.6666666666666666
861,http://twitpic.com/4jken - fire and urban at rock challenge,neutral,1.0
862,I can`t believe I thought I had a morning shift today and told Alex that I could take him to the airport.  His flight is during my shift!,negative,1.0
863,"My poor heather, she didnt make the cheerleading squad. Im sorry babygirl. Maybe next year",negative,1.0
864, well now i do,positive,1.0
865,  250E!!! CRAZZYYYY ! But just this summer !!!  cuz Ci are very close to RD! :s,neutral,0.3333333333333333
866,i jus love doin night shifts...will be done in an hour,positive,1.0
867,"Morning tweeple,way to early again",negative,1.0
868,I have to reupload the **** thing again,negative,1.0
869," You know, your updates are really amusing.  How was the prop auction?How much did that baseship bed go for?",positive,1.0
870,Loves the fact that there`s only 5 days of school left,positive,1.0
871, Oh no!! I hope it`s not bad,negative,1.0
872, awesome..am headin there that nite after my grad dinner  c u then boi! hehe,positive,1.0
873,"_beery Yeah little rough this morning but more tonight, and tomorrow night if all goes as planned. Caloric intake off the charts",positive,0.3333333333333333
874," Aww, congrats to the family. ;) Send me piccies in the email!",positive,1.0
875,"Uber Bored ATM, after Out of the Blue, will have shower, then watch house or numb3rs (vid) then CSI + CSI NY + Bones Double . .. . YAY!",neutral,1.0
876,  i can`t.,negative,1.0
877,"strongly agrees with Jason about Wolverine, but not about Hugh Jackman.  Sorry. No kids for this Mouse.",negative,0.6666666666666666
878, you okay bby?,positive,1.0
879,okay okay sleep for realz now! Goodnight!  ::waves to followers::,positive,1.0
880,"Omg, my mom just called... Im too late... Hes gone",negative,1.0
881,Just lost my internet signal  how will life go on,negative,1.0
882, sorry we didn`t get a chance to chat at #screengrab09. Caught glimpse of you across room but was dragged home prematurely,neutral,1.0
883,"__buckley Good for you mate, sadly I couldnt get pissed tonight **** driving bad times",negative,1.0
884,i just bit my tongue.  blood everywhere!!!,negative,1.0
885,pulled up @ walmart aunt got out went in I fell asleep 2 hours later.... were r you?!  lol,neutral,1.0
886,Searching my home for a few things to cook them for dinner this evening. It`s mothers day so guess who im eating with,positive,1.0
887, very very cute  and fun to watch.,positive,1.0
888,Woke up at 7:50 then fell back to sleep. Woke up at 8:50 and back to sleep again. Woke up at 9:50 and I`m staying awake! MORNING!,positive,0.6666666666666666
889,"Great weekend, even though my site is not moved. Plenty other things to do and learn. Keeping the faith and looking to the future",positive,1.0
890, don`t know it really hurt my arm. guess you have to booze me.. or just ask  or  if you don`t believe me!,negative,1.0
891,Not going to the dance recital and now i feel like a piece of **** cuz it cost so much money,negative,1.0
892,"tiiiiiiired! Going to bed! Drinking leads to making out with boys, who you later forget their names.... Don`t drink kids. Goodnight",negative,1.0
893," Just been in that kind of mood, not reason at all. Lol, but I`ll try not to be too mushy around you!  I can behave!",neutral,1.0
894," thats what doting husbands are for LOL!!  I hope that once my braces go on, I can eat normally again",positive,1.0
895,; keeps getting such delayed responses. why is my internet so messed up?!,negative,1.0
896,and dont tell burnsy - but no comparison between the rocky mountains and mountains in enlgland,negative,1.0
897," I know, that is so sad.  I",negative,1.0
898,Good Morning Twits!  Let`s makes today x100 better than the one before! Start runnin,positive,1.0
899, I could get away with it. dare me? I`ll go buy it tomorrow,positive,1.0
900, Thanks man.  That sorted it. I only ever remember 222.222,positive,1.0
901,_Craig_G Hope your enjoying the money..it`s looking real good to me right now,positive,1.0
902,"This is my favourite shirt, because its true.  <3 grumpy.    a) cute  b) huggable  c) life of the party  (d)... http://tinyurl.com/q7eax7",positive,1.0
903,"Ok, back to packing. Have been sitting in car charging phone as charger was left @ home as well",neutral,1.0
904,"and thanks,  , fr. yr congratulatory gweetin`",positive,1.0
905," Every time I have Friday off. Sadly, that`s not too often",negative,1.0
906,Star trek was good times.,positive,1.0
907,The sun is not cool,negative,1.0
908,...  that was meeeaaannn. people make mistakes ok?! lol,negative,1.0
909,Invisible car helps to boost recycling. Honest   http://twurl.nl/fdgmyo,positive,1.0
910,"Baby baby, it`s gonna be all right when I`m by your side and the whole world turns against you... I ? it when my Ipod randoms BSB songs",positive,1.0
911,"HA. Totally posting an update at 2am.Its lightning outside, pretty.",positive,1.0
912, Do a tour in the Philippines sometime.  A lot of fans here would really love that!,positive,1.0
913,has broken off the fb wedding so sadly no longer has an excuse to get @ hauntingxealot to Goulburn,negative,0.6666666666666666
914, ...you are kickable.,negative,1.0
915,"_richie I also saw u on American Idol great performance, I see u will be at Windsor in June 20 Commodores won`t be there",positive,1.0
916, nice clutch,positive,1.0
917,Happy Mother`s Day to all the mommies,positive,1.0
918,Just finished watching 'Marley and Me',positive,1.0
919,Enjoying Mother`s Day,positive,1.0
920," Everyone seems to love it, but it felt kinda lazy and repetative to me.  I was really disappointed.",negative,1.0
921,Roll on Thursday,positive,1.0
922,"Dadgum, I think this nations shipping needs have shut down completely. still no freight for carriers out there.",negative,1.0
924,Wishing all the mommies out there a very happy day!!!,positive,1.0
925,"What did I learn today? Never post anything you`ve sold on ebay using royal mail. They lose it, I refund: compo`s nowhere near - my bad",negative,1.0
926,"_ Oh god, yeah! I forgot about that",positive,1.0
927,  as long as you have someone to make out with    lol,positive,1.0
928, ahaha its stuck in my head; thanxx,positive,1.0
929," You arent following me, so i cant send you a DM..",negative,1.0
930,I`m poorly and can`t sleep,negative,1.0
931,Happy Star Wars Day ...  'May the 4th be with you'.... read http://tinyurl.com/axsujx for more ;),positive,1.0
932, I picked up a taco over lunch... you got a guitar.,neutral,1.0
933,Buried under more web changes. Going to make lunch now... I won`t have a chance later. Too much to do.,negative,0.6666666666666666
934,'Up' is all sold out!!,positive,1.0
935,I hope everyone had a great weekend! I will be here on and off today as I have 2 important meetings today,positive,1.0
936,_gd whoaa kinda hard :O that one that you think will be interesting enough to tell,neutral,1.0
937, http://twitpic.com/4qpzx - i love you guys  you`re the best,positive,1.0
938,Listening 2 music @ home all alone lol  who wants 2 come over & hang with me LOL!!,positive,1.0
939, SHUT YOUR FACE! Why are you so mean to me? Pedro is supposed to be the mean one,negative,1.0
940," or so a month. I put my 2 week`s notice in a little over a week ago, my last day is this friday!",neutral,1.0
941,oh yea mspacers my boy just hooked up my page  it looks kewl at least i think so and it only took him 5 minutes www.myspace.com/missmickey,positive,1.0
942,"_babe woo! im getting mine on monday,cant wait  x",positive,1.0
943, awww she`s laavly ;) I had to come in  but I`ve got a stunning wee tan (l) ;) yourself?,positive,1.0
944, yes please  and if you`re gone i might actually get some work done lol,positive,1.0
945,"I`m really getting sick ugh **** nursing homes! Laying in bed, might go run later, watch some more movies with Austin. Sara & Sami left",negative,1.0
946," I saw you stalkerishly from the elevator, but Brookie was eating her moracca (?) So we had to go.",negative,1.0
947,???-?? ? youtube ? ????,neutral,1.0
948,calling mum too ask if she can by ice-cream,neutral,1.0
949,"_ having a very lazy day, playing xbox and drinking tea",positive,1.0
950, Well thatÃÂ¯ÃÂ¿ÃÂ½s disappointing to hear.,negative,1.0
951, well if i use all my tweets will be the push to make me go to the shop. and by the time im back it will be over hopefully,neutral,1.0
952,My mom just texted me and told me that Rodney was chasing fireflies in their backyard. Awwwww I`m miss him    http://twitpic.com/66pn1,positive,1.0
953,is getting ready for bed. Happy Mother`s Day to all the mothers out there!,positive,1.0
954, (blinks fast) its better now ... Lol thanks :-*,positive,1.0
955,My legs are killing me now.  but i know it`s a good pain all in all.,negative,1.0
956," (cont) a bastardized version of French? It`s fun, believe me!",negative,1.0
957," alas, I am moving   (like where i`m moving too, but the actual moving, ugh) wish I could go too!",negative,1.0
958,ready to go home,positive,1.0
959,need to push diet to last level. Not too good last week lost 1 lb. . Better than a gain,negative,1.0
960,today Jon Doe plays at the Moho. ia m excited  itÃÂ¯ÃÂ¿ÃÂ½s gonna be funny.. but before i have to carry all the equipment and do the backline,positive,1.0
961,My back is killing me...  It won`t keep me from dropping it low...hope I got someone to pick it back up tho... LOL,negative,1.0
962,facebook is being a ****,negative,1.0
963,mad the rain got me...now i cant go see jaiden   *|)|/-\|\|/-\*,negative,1.0
964,I am at my grandparents place,neutral,1.0
965,hi from chile!!! It`s 9 deg C  winter`s coming....cant wait for cali sun.,positive,1.0
966,i dont feel very good,negative,1.0
967, I was born there,neutral,1.0
968, congradts on ur show  Even tho i wasnt there lol,positive,1.0
969,damjust finished watching Prison Break: the final break...omg i dont think i`ve cried so hard for a show..Finally understand the finale,positive,1.0
970,"Visiting the grandparents in Manhattan, and dropping off my sister for the week! I wish I had an excuse to be so tired today..",positive,1.0
971,"so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today",positive,1.0
972, good luck.. Finally your long time will of panvel tweetup finally coming true..,positive,1.0
973,"Heading off to Hollywood Studios today  Manta and Kraken were both awesome yesterday, feeling like doing a few more rides!!",positive,1.0
974,This weekend is going to be packed full of work for school  No life this summer I`m afraid.,negative,1.0
975,Please read my blog http://amandallynn.blogspot.com/ I`m not having the best day,negative,1.0
976,_Aid16 Goodnight!,positive,1.0
977, Welcome,positive,1.0
978," Ha! Thanks Bryan! And don`t remind me about the state budget issues.  Actually, Steve only has 6 staffers in 3 offices.",positive,0.3333333333333333
979," Thanks, none close to me.",positive,1.0
980,"watered the tomato plants, pepper plants and lettuce, feeling all homely! off out with Freddie for a fun-packed day",positive,1.0
981, haha i will remember that  ****,positive,0.6666666666666666
982," will do  hee after exams, i`ll give u plenty of shows. HAHA hopeless me",negative,1.0
983, I sorry,neutral,1.0
984," Awww, it does remind me of getting ready for the ball.",positive,1.0
985," You did know, you just couldn`t remember!!",negative,1.0
986,_bishop  sez need to get u to look at my flights again  will email ur work tonite,neutral,1.0
987," if so, the TMobile G1 is the Hummer H1. I wish I had the battery life of an iPhone!",negative,1.0
988,nite nite twitts i wish u all a happy sunday i already have my major gift my my 2kids-my bro-n @_agressiva23 n 1 other gift on d way  tyg,positive,1.0
989,Omg. Its 1:47 am and Kim Possible is on Disney Channel right now. I am glued to the screen,positive,1.0
990, at first i thought bar life meant you were partying nonstop to catch up for the last 2 years...lol shoulda known better,negative,1.0
991,Work in that heat is horrible !,negative,1.0
992, someone came in when I was sleeping off my national passtime and turned me human,neutral,1.0
993, I see you didn`t shave your head. But I *LOVE* the cut.  I`m glad you didn`t shave it. Your hair`s too pretty!,positive,1.0
994,"_starr Yep, the Hawkesbury Classic starts at Windsor, home of said DJ",neutral,1.0
995," I am twittering, LIKE A BOSS. Thanks Savvv",positive,1.0
996, my sleep pattern is screwed i need to try and stay up 2 midnight so i can get some decent sleep coz i havent slept,negative,1.0
997, Since the demise of Woolworths it isn`t easy to find reasonably priced pick n mix anywhere,negative,1.0
998,may the fourth be with you! happy star wars day,positive,1.0
999," I`ve been unlocked for decades now...just not lucky, never have been.  Gottta make my own luck and that involves $$$$$",negative,1.0
