,text,predicted_label
12506," good moring mr bailey, it is my birthday today",
12507," are you giving up on me  oh well. It`s not the counting, it`s the math and the weighting (or lack of) that doesn`t make sense.",
12508,Got a deadline to meet!!! No TGIF for me,
12509,_bach daps were the best lol,
12510, YAY YOU! So proud of you!  and I`m not even being sarcastic. Even though you told me to shut the **** up.,
12511, i didnt think the vid was hoeish i actually love it.it was so nasty  lol,
12512,Margaritas with my Momo. I`ve missed her.,
12513,so I`m kinda pissed that Boys Like Girls is gonna be at Kentucky Kingdom on a date i already have a show,
12514, i thought you would win!  Fabulously40 have some bots on her side?,
12515,  Totally broke is right. I have to wait till Monday to get paid though! BOOHOO!,
12516, I saw your tweet minutes before going to lunch.  Decided to skip that today. Thanks for saving me the money  Speedy recovery!,
12517,Sitting at my desk wishing things were different,
12518,Happy Monday tweeples... hope it wasn`t to hard to get out of bed and back in gear!,
12519, it`s kind of hard to see a pic of a doggie if the pic doesn`t exist,
12520,The book bloggers panel is not listed anywhere in the program!   Be there tomorrow at 2pm in room 1E15.  #BEA09,
12521, thanks gail  imma try this one day! looks yummy! geezzz. after my siargao trip nlng pla. heheh.,
12522,"Saying goodbye to a good trusted friend today. Goodbye free Sky TV, you were the best friend anyone could have had.",
12523,_laiter we already discussed this today but yeaaaaaah,
12524, Haha thanks.,
12525," curing le hangover from an epic night, bruised `n battered from a hectic go-karting session. pretty satisfied thank you very much",
12526,_El_Rumi I just do English with them. Half my conversation is in English anyway - fii mushkila ma`a al modem wa al router,
12527," you, my friend, are a true fan",
12528,still sick  thinking about naming the puppy june,
12529, You burned yourself too??? So did ! ohh no...  xoxo,
12530, yes but 75% are on the wrong wireless plan,
12531,Hanging out at the San Fran airport. Got a few hour wait until I go anywhere...BTW SFO`s $7 wifi is garbage.,
12532,morning everyone! another dat of school,
12533," someone i work with today told me that if i took a 'real age' test, it would tell me i`m 45",
12534,I`m eating egg-whites right out of the pan,
12535,"aaahhh, showers are great",
12536, why is it your last EVER uk tour  ?? x,
12537, Snap. I`m the same with any reality show. Watch the first and I`m hooked   Very sad,
12538, They better not be out when I get there.  I NEED MY FIX!,
12539,man i **** up that test  playing cod now . 31 days till the summer !,
12540,is missing someone.. haayy..  http://plurk.com/p/x2avn,
12541,"Can`t seem to sleep tonight... Its 3:38am, I need to get up in less than 4 hours...",
12542," O: aw, frank  i like that movie, it`s cool. i don`t fully understand, but i think that`s cool (:",
12543,"hair, grow back!",
12544, waah. We`re no longer your peeps.,
12545,we don`t need no education,
12546, Just file me under *seduced* sweetie...,
12547,Decode by Paramore is a great song... Love it...,
12548,Sky man is quite friendlyand likes joey  still annoyed that I got woke up about half eight though,
12549,Awesome night ahead: BAD v Rat City! Most of my favorite skaters on one track  #fb,
12550,"alphonso milkshake in the morning, lassi in the afternoon and fresh nimbupaani in the evening....summers can be fun",
12551, Hahhaa okaay ily! Lmfao,
12552,I miss them..,
12553,**** maaaaannnn.. its holidayzzzzz...,
12554, what happen to the maids of yours? Quit once again? ...,
12555,Well that sucked except for the company I had. Go Kelly.,
12556,watching ace of cakes  its suwweeeeet they use alot of fondont or howeva ya spell it.(:,
12557,Anyone else go train tripping on National Train Day?  http://tinyurl.com/p2l88x  Leave a comment of your adventures on the site.,
12558,"It`s great to be home! Temp is chill, cat is great and I feel awesome",
12559," I tried TD, but it battled with CS3 over my processor. Nambu is really good, but unintuitive",
12560,I`m at church now..bout to od on my smoothie bc it might be melted when I come back,
12561, if ur as awesome as i think u are u would sooo write me back  a lil something   <--- crossing fingers,
12562," so long, farewell! <333 Have a super amazing day! I`m going to sleep.",
12563,sleeping... would`ve been home sooner but we accidentally killed bambi on the way home,
12564,I need a haircut. I should not be able to pull my hair into a ponytail.,
12565," Is it bad that I`m sitting here watching a #Pens replay and getting excited? I think it`s the coffee, but... Who knows.",
12566, I tried replying to your mono lake tweet but dunno what happened. Just said I know that lake very well.,
12567," I know it`s in HD, but Comcast doesn`t have it.",
12568,eyes wide shut is one of the weirder movies ive seen. any1 wanna sell me their.45?  just so i can sleep in my apt by myself,
12569, people r weird,
12570,toodaayy!,
12571, happy birthday  and  congrats  wish you were here for your lady..ill take care of her;),
12572,"Another amazing day. Ever since I got a Twitter, I`ve been having great days",
12573, have a lok at EF too! they are jummy,
12574,made my pin hole camera todaaaaay. need to get some film now!  http://tinyurl.com/cw8wp2,
12575,Hello  Back to work today after a week of vacation !,
12576," oooh...I wish I could`ve gone there today, too!   I know Zach was looking forward to it.",
12577," if hobo and i come next week, we`re buying you all a drink.",
12578," its funny, I didn`t even know it was there!",
12579, morning miss sarah cyrus ;) WHAT`S UP?  x,
12580,gosh today sucks! i didnt get my tax returns! im so upset cuz now i have to miss my best friends wedding in washington...lame,
12581,"Okay, this weather isn`t 'cute sundress' friendly. I dont get how it could be so warm one minute and cold the next. I was freezing",
12582,i basically want the world to kno that i have the BEST best friend    love her <3,
12583,_Grenade The link 404`d.,
12584, not me  sigh,
12585,... Still feelin like blah... 3 more hours,
12586, Im in so deep its disgusting. I would even take a LITTLE help. BUt alas i sense it will never happen . . .,
12587,"_bach I`d suggest #pta for such alerts, but PTA generally stands for Parent Teacher Association in the US & might confuse tweeps",
12588,Negghead mix on the air!   http://tinyurl.com/ckdwao,
12589, If you come to a gig in Dublin you can be my dancing partner.  whatcha think? Hehe ****,
12590,Not  looking forward to next   wednesday at all,
12591, LoL!!  I still would have got a look at his face just in case!!,
12592, Oh ok..we`re supposed to be going to see Star Trek on Sun for Daves b/day...at least it`s not Shatner,
12593, How do you spell ppphhhhhttttt?,
12594, good luck!!  OH and I are playing inthe mixed knockout this week. Playing the pros 14yr old son playing off 5 & top woman off 6,
12595,back from driving and now back to bed,
12596,  does it mean you will b going 2 bed earlier on Mondays?,
12597,  Hope everything ok! Can burr fix this?,
12598,_007 so I tried to send you a direct message and I can`t because you aren`t following me,
12599,"Dad asked my why I was sticking my tongue out while I was ironing, and I told him it was so I didn`t burn my finger, as I burnt my finger",
12600,ok deleted all messages and hope they don`t come back!!,
12601,Here at work still feeling the pain for my friend wish I had a magic wand to erase all the madness,
12602,cleaning and packing. Moving house is ****. It`s going to be a long weekend....,
12603,Tonight is the last Jay Leno late nigt show,
12604,Hellerrr new followerss. I`m Tricina & uhhm I`m cool,
12605,Love the idea of giving each year a theme. This is the year of new beginnings!,
12606,"Thinking of ways to promote Indie Designers. Benefiting them and moi  Any thoughts? Indies, what you do have to say?",
12607,Didn`t sleep good last night. Woke up with another bellyache  what`s wrong with meeeeeee.,
12608,"I am back from my weekend getaway! Energized for another week, bring it on! lol",
12609, i see you there,
12610,missed my friggin hair appt!!!,
12611,just got home and  i got to freakkin clen,
12612," no, sir, they did not! i was amazed when i woke up this morning.",
12613, I watched it all online. http://www.musicistheheartofoursoul.com/search/label/Niptuck has the last 8 episodes of S5,
12614,Wow seems like a lifetime since I been in here........never change to talktalk! Home phone n broadband not been workin 4 ova a week now,
12615,This is a joke surely? http://prune.it/WEAt,
12616, Thank you so much!  Have a fantastic day!,
12617, cool  what did you get?,
12618, Im soooo intrigued! I want to try this weekend. Kaya lang baka maaddict ako.,
12619,"lovely, my plans have been canceled for the night. another night home alone for me. un-yay",
12620,Morning and hope everyone has a great bank holiday,
12621,My dad`s telling me to travel alone from now on. Not that I have a problem with that. I`ve done it before and it`s boring!,
12622,Job???????   Not so much.,
12623,'And now my mom and her friend are drinking.. Greatt..',
12624,Going to get my blood taken,
12625,nomatter how much i sleep am still tired,
12626,working @ the preschool....waiting on the kiddies to get here.....making dunkin donuts coffee,
12627,my tree tipped over in the lawn,
12628,My back is killing me. Stupid softball,
12629, i couldn`t **** sleep today either. it was hard for me to stay asleep for some reason,
12630, Oh  I`m sorry  I can`t even imagine...although I know it will be reality for me soon,
12631,Love the 3 mile 3AM runs. They make me smile,
12632," As much as I loved Texas, my dislike for needles could interfere.",
12633, lmao haha nice lolz it`s all good though. i can wait  lol,
12634,"Dragging myself to work, missed my fitness class this morn. Need one more weekend day",
12635,Just saw Zack and Miri Make a **** with  and  . sooo good.,
12636,I raced her once. I totally lost  RIP  http://tinyurl.com/lhgca8,
12637,Watching Everything Is Illuminated  and dreaaaming<3,
12638,* My besties. If only  was there.  on Twitpic: http://twitpic.com/67hac - My besties. If only .. http://twitpic.com/67hac,
12639, - Wtf Polyvore? what`s that?  enjoy it though.,
12640, you? hungover? never  I am not hungover & I don`t know how. I think it may be my new superpower. Is la Whalen at home? ****,
12641,I really don`t want a limo service to take me to the airport  I want him to. Ok soft moment... Don`t get use to these!,
12642,"the maccabees new album is a winner ,everybody should take a listen fact",
12643,@_writersblock_  I`m having a bev by myself too. Sometimes you just have those kind of days and you need to relax,
12644,is enjoying the nice weather but has been stuck indoors writing an essay for most of it,
12645,im back. wooooo!!!  i want to have my own press release :|,
12646,"I am so grateful I am your daughter!  Happy Mother`s Day, Okasan.  Thank you for everything... always!",
12647," I made room...I don`t have a bed from how much room I made and now I`m outta space for sure lol, and I know I`m pathetic",
12648,That post was for ,
12649, sounds nice   have you downloaded twitterena 2.0 lol ?,
12650, Looks nice.... never knew VHS had such a short life span... hope my fav VHS is not dead,
12651,The power is out! I can`t seeeeeeee!!  I love storms!,
12652,Metro from trader joe to 71st closed so many firemen and cops wth happened?! Walking home bus can`t go further  ohh,
12653,"can`t wait to see `Transformers 2`.. C`me on, Shia! Yippiee!",
12654,ahh sore throat and tired. want to go back to bed. but have work,
12655,time to bed now!!,
12656,Lovely morning to cycle to work but met with a 29 degree office,
12657,everyone follow  and  ! they are amazing,
12658,  You`re just jealous!  Guess you`ll be walking around the office tomorrow in your Malo!,
12659,got FOXY_ a new brew buddy now my kitchen is gonna smell,
12660,"When I start cloggin up my own Twitter feed, it`s time for me to go to bed.. Nighty night. Be sure to go to the TweetUp and meet ME!",
12661, Oh I beg of you to add just a 3rd nite in Dublin in October... PLEEEEEEEASSSEEEEEEE,
12662,"Oh.  The voting is over!   But don`t worry, I already voted for you about 100000000000000000000000000000000000 times earlier!!!!!!  <3",
12663, REALLY?  COOL!,
12664, yeah I imagine you did,
12665, no I like be able to say it and it be the truth. Instead of some magical mystery tour I get led on.,
12666,"Omg,... just had the best roast ever! but now im full haha,..",
12667,Getting ready to go to the comedy club and listening to some Q-Tip  Who`s on iChat or Skype right now? I need an outfit critique,
12668,that party was a great time  just got `paranoid` by  as a ringtone! yay,
12669,aarrgghh - fu*k.....a hose has leaked water all over the new floating floor,
12670, What are you doing up so early?,
12671,Cleaning,
12672,i wish i could take my pillow to school. dead serious.,
12673,omg maddie in holby is dead. Gutted. loved Nadine lewington and really wanted Maddie and Clifford to get together,
12674,"Beers & whiskey = awesomness, work in 8 hours = sourness",
12675,  Wow that is a scary statistic,
12676,"nvm, i`ll stop. whatever. see you 5th i guess",
12677," ****! Lights off, its presentation time.",
12678," I know, It`s so crazy! I love using it too  Have you seen my YT recently? I am a partner now  ****",
12679,My head hurts so bad I could scream!,
12680, thinking about you  http://mypict.me/Fuz,
12681,"_of_max Sadly, no. Now David Tennant has left I don`t particularly want the job anyway",
12682,We in bed now.,
12683,"Feel quite down, not quite sure why though :s so going to bed  night everyone x",
12684,"Well I did run over a cat today (I know how sad) I cried and screamed my lungs out!!! I felt HORRIBLE, poor thing",
12685,Finally home after a big of travelling!! ahhhhhh now time to realx!!,
12686, whatever u want us to wear / stick / show off around DUMBO Brooklyn & Manhattan,
12687,"Aww   i used to do that when i was little, not so much now ;) haa. Lazy shiit.",
12688,This is to all the people who have MySpaces: PLEASE ADD!!! http://wwww.myspace.com/fiftyfivethreads it`s my friend`s clothing line,
12689,Homey missed da bus.,
12690,I have a stomach ache... Totally sucks,
12691,assignments!,
12692,"Just found about ten typos in one story in the Plain Dealer, including one run on sentence. It happens more and more these days",
12693, isn`t a bit of little britain in all of us?,
12694,Well then andy i dont think you should date me,
12695," When you`re driven to be in the theatre you develop a thick skin.  12 yo`s been auditioning since she was 8, gotten 1 part.",
12696,&&the night continues!  w/ my fav mazie; kristina; ericka && robin!,
12697,"One load of washing put away, and another load on. Amazing how the house doesn`t look any better for all my efforts",
12698,Holy ****! It`s raining in LA and I don`t have a jacket!  oh no.,
12699,just seen 1 of the fat single Mums from up the road 'seductively' sprawled across some poor blokes bonnet. He probably needs new shockers,
12700,omg 44 tweets till 8k  and only about 90 tweets difference btween b and comedyqueen,
12701,"i cant sleep, i dont deserve this .... N you know it",
12702,Good Morning everyone! Enjoy your day! Thinking of all my tweet friends,
12703,  buy yay for your shoot...hope it goes well!  What is it for?,
12704, the closest is a good two hours,
12705,alrightttt twitter. i have netball nowww  this is my 600th twitter haha  byeeeee,
12706,Had a good day 2day!  off to bed. Nite tweeps.,
12707,Ooooo! I`m lovin the First Lady`s fuschia sheath dress! Tres chic! I want her arms!,
12708,Editing all the photos I took at my brothers soccer game. He`s got a lot of work to do as a coach.,
12709,"When life, as you know it, doesn`t exist anymore.",
12710,i have a sunburn line on my back from the tag sticking out of my tank top all day..... ugh. i need aloe vera!! went to the park again,
12711,virus hunting on computer - always wondering what it will destroy,
12712,"All right, time for happy face.",
12713, i`m not worried -it`s a great job!! Quite a nice way to spend the day,
12714,_Hayes I`m at sharkeez!,
12715, He`s my mother`s favorite. It was so hard telling her.,
12716,"Started the week with a wedding, now ending the week with a funeral",
12717," Hiyaaaaaa  just got back from the scan! wow, was amazing, i cried haha, ****",
12718," Hi Denis, when can we grab coffee?   would love to catch up with you.  Jordan",
12719,Goodnight everyone  Happy Mothers Day to all of the mothers out there,
12720,was late,
12721,just got home from the show opening.  fantastic. thanks to everyone who came out,
12722," Unfortunately your fix didn`t work..   Oh well, I`m lovin` me some PeopleBrowsr anyways!",
12723, Excited about the new Pushing Daisies episodes but it makes it that much worse.  I had finally gotten over the cancellation.,
12724, Go the bubble bath!!!  Always relaxing.......,
12725,_y time really flies my frd..how`s you love-hunting mission going? abt time to bring the sexy 'yu yung' jacket out,
12726," I wanna play with you tonight  *pout, pout side face*",
12727,YAY jack won. but downer i`ve just remembered its friday meaning i have work tomorrow,
12728, yeah it was face2face  nite we went to palisades to see star trek. i can`t remember it. i said it while we were in the car,
12729, http://twitpic.com/66wxk - SO jealous right now!!!hate new england weather,
12730,backache,
12731,_sb I swear mine was evil  it was green and everything LOL,
12732, i did and i feel great....   but i still miss it...,
12733, I was in there earlier I`m not at home  I`m ok my iPod!,
12734," No, nothing so important. I just like it to look like that. It`s an old hairstype actually",
12735, this is a travesty,
12736,omg i just slept like 18hrs in the last 22hrs...  i think i`m dying or something   reminds me of catcher,
12737, cause i wasn`t there!,
12738,"OMG. Missed bus, walking miles, for a coffee  Went to see my ex-classmates",
12739,"Just got home, no rosie surprise of smiles hugs & kisses waiting for me.",
12740,on my way home from ny...then sleeping,
12741,"Also, anyone else hayfevery today??? I`ve only been awake for 40mins and sufferin already",
12742,funeral at 2.  today is going to be bad.,
12743,NO! Our TV`s busted  The screen turned white for about a nanosecond while it made a quick 'popping' sound.,
12744, i wishhh!,
12745,"  Morning, hope you have a super day...enjoy !",
12746,Yes we Can  make it ......Obama,
12747," Sure is rainy! the storm has left everything, everywhere...  would love 4 u 2 follow us",
12748,  yea dongggg,
12749,"Just been bitten by SmoothStreaming, it doesn`t seem to work for my client`s linux users...fan-fricking-tastic",
12750,Another Qi about to start....I`ll be missing the next 4,
12751,I forgot I have lumpia and pancit in my fridge from last night! Yay,
12752, nah is next week honey ma fault for confusin u,
12753, understandable. yah i leave on monday! I`ll be gone when you`re in chi,
12754,Woke up early! Still sick,
12755,oooh yeaah fooood time I`ve found my seat at this bbq right in front of the food  hahaa,
12756,"Happy Mother`s Day, amma!  I made u cake, remember? U loved it!",
12757, LOL ok we gotta get the folks from Microsoft and live360 in WA to hire me.,
12758, oooh im sorry to late i smashed it,
12759,Going to school =[ I`m actually not so tired today tho,
12760,My dad and Joe Nugent drank nearly all the Ice Tea  i only have a bit left. quite miffed tbh,
12761, His beard is addressed in this week`s LOLs.,
12762,Looking for a vibrating phone is like trying to find 'a feeling.',
12763, rat run steve irwin way to avoid long delays on bruce highway,
12764, Your not alone im gutted i missed the convention too!,
12765, pebbles thrown at windows should get *someones* attention,
12766,back to Roseburg...and an empty apartment,
12767,  i think my niece got me sickee  lame.,
12768, probably not. I hate when that happens!,
12769,so instead of laying out in this 90 degrees i`ve gotta give 32 fourth graders miso/rice/sushi/mochi in an hour  fml,
12770,I finished  `s Zombie Chronicles a few days ago. It was bittersweet. Now I need something new for the gym,
12771, grrrrri want you to come  kiss justice for me !!!,
12772,http://twitpic.com/67rcp - Another one...those were taken at 3 am MET! U see I have a real sleeping disorder,
12773," **Jaw Drops** **Gasp** Whatever do u mean? I`m as sweet as pie  Allow me to re-introduce myself, I`m Coach & I`m a Cancer & u?",
12774,just installed youtube downloader  anyone knows how to make a trailer out of videos??,
12775, way i bought it today aswell now i have it twice cos i pre ordered it aswell  cya later x!,
12776, aww I miss u too! Haven`t ate,
12777,"OK, a few days old, but I love `s diagram of the mainstream adoption curve http://is.gd/ufIg . 'Everyone is doing it'   ...  !",
12778,A- on my french paper.,
12779," im kinda tired enough to sleep, but 'Migrate' has got me up singing along, haha",
12780,wait...why didn`t I know about this wedding? Aren`t I supposed to be in yours and vice versa?  btw I know it`s not yours,
12781,I want to change my twitter name but I can`t think of anything,
12782, Had one of the female servers tell her **** looks big in those pants. She will worry all night long Lol,
12783,It looks like it might rain,
12784,food...food...FOOD!,
12785,super duber high! this klondike bar is thee business.,
12786," i didn`t hit the right button or what. i wrote on the sheat tho, that i thought it was the cafe currency button. im sorry",
12787, bullet train from tokyo    the gf and i have been visiting japan since thursday  vacation/sightseeing    gaijin godzilla,
12788, I called but you didnt answer,
12789,says gud eve guys.. lets play poker yeah!! cant read my poker face  http://plurk.com/p/sw4yq,
12790, ooooh it`s you lol I didn`t know!! Have fun with your princess,
12791,Did you guys figure out Saturday? I really wanted to go but my mom is sick so I have to take her to the hospital in Tampa,
12792, yeah I need a hug...cuz I am sick..,
12793, i`m here,
12794,r   that squeeze bacon looks like poop,
12795,'Stop your twittering' - Maryland cookies #bgt,
12796,ii wanna go home for thee weekend  but ii have no gas. sukks (_!_)!!,
12797,I soooo need to catch up on all this NEW  stuff!! Going to the airport to fly home from VEGAS,
12798,"I need a restful weekend, but I will have to work instead",
12799,"_mcfly Haha! Yeah, I heard they that Leicester won  I was home by my self, with a movie, some candy and a pizza.. ! Amazing evening",
12800,"Want to get my hands dirty with FubuMVC. http://bit.ly/J00ha, but the document is not yet complete",
12801,"  not really, all in all, if im not mistaken, mga less than 1k each lng ang gastos namen...",
12802, so im listening to this random playlist and its leaning toward serani...,
12803, Hey I bought that Porter Cable 4-piece set.  My new drill has an LED light near the trigger.  Oh I`m so happy.,
12804,"() OMG SHUT UP!!! (sorry. still venting at that person who`s annoying me. It`s none of you, I swear  )",
12805, How it was slept?,
12806,the rain bring back some memories,
12807,Going to Leeds,
12808, ahhh ikr! he`s the cuteset thing ever  Plus it reminds me of twilight which is good cause I looooooove it so much!!,
12809, yes indeed                                                                                               here I am again,
12810,@_peanut_ Thank you. Now we`ll just have to see how long it takes me to finish the **** thing.,
12811,"Here come the Hawks, the mighty Blackhawks!!",
12812, where are you going tonight?!,
12813,_Fangirl Won`t let me watch since i`m in the states.  Boo.,
12814," My daughter went to a Bday party today caled, 'Grace' of Cakes...the little girl is named Grace & they made cupcakes!",
12815, You guys didn`t call or come over  Did we do something?! Def. give us a call tomorrow and hang out with us chick!!,
12816,OMG !! hollyoaks well dramatic  !!!!!!!!!!!!,
12817, I would think you`d want to follow me.,
12818, i`m using paint.net x64 and it`s running crazily fast - can`t afford CS4 unfortunately... yet,
12819,"Certain tweets I write are on the spot messages for a person, group, or pornstar, and those tweets usually get deleted within the hour",
12820, u suck! had i went to jail i couldnt tweet anymore,
12821, You realize you just did  a solid. Better than a full-page in the AJC.,
12822, K - I can hack if I have directions   have multiple social net sites & I think this is a cool add but we chose not 2 go MU,
12823,Have to leave twitter alone for the night..last night in Barcelona   back to Philly tomorrow. Hope u all have a great Friday! Muahh!!,
12824, yay  i`ll do you a heart mk shout in a sec pam,
12825, YAY! Busy is good,
12826, lol seriously.  fail. ::sigh::,
12827,Wow one of the nicest patients I`ve ever had! He`s being deplyod to falouga-Iraq n-week,
12828,Building Websites,
12829,"Love sundays. Especially when F1 is on!! Still in PJ`s, no plans to get out of them any time soon",
12830," I`m sure It will be repeated soon, seems to be on  TV quite a lot lately. Glad you mentioned it last night, watched it again",
12831, You`ve been featured on #ykyat  http://ykyat.com/~37nnd,
12832,watching beauty & the beast  haha,
12833,gotta shower then go apply for more jobs  hopefully no creepy old men will be working again today *shudder*,
12834,_  me too!,
12835,Felt one tooth without the braces bracket. I got soooo hype,
12836,Playin` didgeridoo in the living room and thinking about the world going by.... lovely life  #fb,
12837,wishes I could be the one going to our conference in the Bahamas next week,
12838,call me einstein. got math test results: A-  hell yesss,
12839,_Edwards Heh heh. Odd but amusing. Thanks!,
12840,I would get a lot more done if I could list items on etsy on my phone. Can do everything but upload pics,
12841,"Time for bed, oh how I wish someone was laying next to me",
12842,my hairs straight  lmao,
12843,Hello to all my new followers..    say hi @ me so i can say its nice to meet you too!,
12844," im sick  if i wasnt, id be at the show with ya!",
12845,giving myself a manicure + pedicure  ahhh how i`ve missed you nice pretty nails...,
12846, i looked for you but couldn`t find you amongst the crowd,
12847,hope your weekend was fabulous  do anything interesting?,
12848, aw. you level up. haha but just try to manage your money.,
12849, Wanna come with?  Before we go to Myka`s party.,
12850,_dk No problem,
12851,"Hi Charlie, thank you for following me! Nice to know there`s another Ollmann in the new world...",
12852,Oh no! I used my internal sig for an external e-mail  ****. #fb,
12853," No, but it does amazing things with keeping all your online conversations in one place... unfortunately that place is Google",
12854,Just got home i love stake and shake milkshakes,
12855," Why yes, we did see  tonight. Delicious dinner by chef Geoff chez A-Lo/G-Mo.  Hope to see him again pre-departure",
12856,I tired today I think I am gonna take a nap before our friends come over tonight....I miss him and wish he was off restriction already...,
12857, I`ll believe it when I see it,
12858,"so im drawing pictures to show how much i miss him. can anyone blame me, hes 4 hours away frm me",
12859,"slightly burnt challah  The proof is in the eatin`, though...",
12860, ironclad determination?,
12861," I can`t, I`m studying so I don`t fail  Come over, I`ll make u some tortellini or chicken or a chicken salad.",
12862,It`s pissing me off and not letting me follow ericka,
12863, Thanks and Cheers back at you.,
12864,ofcourse they wait until the last minute to run an experiment at work...that I have to supervise. aka i dont get to leave work on time.,
12865,I can`t help it if I`m a GRAMMAR NAZI!,
12866,Recording new songs,
12867, lol y??? .. trashed the kitchen ?,
12868,Oh thank god!  so sad that I`m this happy.,
12869, Kudos! love some homemade french toast!,
12870,"  thx, I was aware,  2 day festival -multi bands - but GA I can`t do any more.  Must wait for a sit down concert",
12871,alot of new pictures tweets  ; some really old some new. check out the new ones if you wish . Tweeeet. http://twitpic.com/4wtyj,
12872,"Shhhweeeet-jay-z, bros back from from prom",
12873, sweet .. Englands becoming lamer and lamer since you guys left,
12874,  Happy Mothers day!! ****,
12875," Should work fine, as far as I know. *shrug*   Maybe send a tweet to ?",
12876,"o/*\o (high five) to all of our fans! It`s finally here! I`ll write up a fancy news post shortly, wanted to get the mod itself out ASAP",
12877,Hmm..You can`t judge a book by looking at its cover,
12878,yummy chocolate cake..wish even i got one for my b`day!!   anybody listening???,
12879,hubby is snoring!  but I still love him,
12880," great interview, your videos are my favorite on youtube",
12881,Just found out I have to leave my lovely flat!! And been waiting 2.5 hours for a plumber. Still no job news.  Not a good day,
12882,Mikey I`m bored,
12883,ya could hit me up on aim or here cause i am mad bored nuttin 2 do,
12884,#quitsmokingdiary  5 Weeks tomorrow since giving up YAAAAAAYY!!!!               - I dont want to talk about it,
12885,Its already been a crazy morning and its ONLY 1030,
12886,Sephora is having a 75% off sale. And I`m so broke  Life isn`t fair.,
12887,. ... and now I wish I hadn`t,
12888,Finally made it to JP Licks in Coolidge Corner for some Oreo soft serve   http://twitpic.com/4w9pe,
12889," why, hello there  How`s life on the other side of the screen?",
12890,"going crazy, the pain is unbearable..& i gotta wait till thursday!?",
12891, I made my parents add u guys on the family myspace...they were impressed by the song.,
12892,I received some excellent birthday presents!  Party was the usual success.,
12893,"Nothin better then ridin in a car with your sister while blasting TH, CB and Lady Gaga so loud you cant hear yourself screamin the lyrics",
12894,its too early to be up! wishes i could sleep in today,
12895,Just took my IC photo!looks good  - http://tweet.sg,
12896," i would, but i don`t know how to do it from the phone...",
12897,Aww man.  arrived. How-To Guide-less,
12898, i will,
12899,tweep tweep haha,
12900,  Does anyone update the photowalkingutah google calendar with photowalks?  Looks like I`ve missed a few,
12901, Ahh thats where i go the 6 year old fact. good old radio one!  what exams do you have tomorrow?,
12902, when you haven`t had one in over a week! that was a really mean joke he just played on me!,
12903, I hear you sister!!    Same here.,
12904, Soooooooooo win the PowerBall jackpot then impose your formidable will upon the weather,
12905,   why!!!! u have to bring it to you 24/7 like the _team,
12906, it can only get better.,
12907, why do you hate me!?,
12908," I love my mom, she`s the best mom on the planet",
12909,@ inthebattle its really cute. One of my favorites.,
12910," no, def rubbish tonight",
12911,Expected a Silverlight content on M$ Vine site http://www.vine.net/default.aspx ... they realized the reach of Flash LOL,
12912,o ok..im jealous..i wish I was in bed,
12913, in bucher`s class?! i cried too!,
12914,  im going to my inlaws tonight.  hopefully my new niece will be there!  who needs kids when my inlaws have them all for me!,
12915,"I`m struggling today...Nola woke up at 3:30, so I`m running on no sleep.",
12916, /agrees,
12917,loves my new twitter background...my two heros...wichita and kraussey!  haha,
12918,ahh yes the obligations of a vampire kept me away from twitter.but now i`m back & will try 2 update as much as possible.i lost a donor,
12919, I would but I`m afraid I got two left feet,
12920,heyyy where`d my tweet go?  *shouts to  bc her lists are always amazing!,
12921,Open office 'writer' is weird. I need Word to open word documents correctly,
12922," I recommended .net, I guess since they bought something from you they featured you. Hopefully it brings in more business",
12923,"Going to bed, busy day tomorrow...Happy Mother`s Day Madre! Te Amo!",
12924, Haha!  I`m convinced you`d be great at it.,
12925,My lesson is finally done for tomorrow morning. I am looking forward to speaking to the high schoolers on dating.,
12926,just got home from a partyyyy. had a good time. can`t wait for my birthday in 7 days!,
12927,Just ate at chipolte... Ate more than i usually do... Now i`m ew full... Not content full but ew full...,
12928,"But now talking about today, Oh my GODNESS! Problems, problems, problems. about love, money, math, parents.....that`s enough, isn`****?",
12929,almost done with my first day at the spa...I missed this place! Then headed to Fort Collins to close down casa de kent,
12930,the low point: a poor pigeon outside my building isn`t capable of flying. It`s just wandering up and down the sidewalk. so sad,
12931," yeah, it`s tragic  i need a haircut",
12932,"Wishing laying on my side wasn`t the only comfortable position, I am tired of laying",
12933,I hate PC,
12934, http://twitpic.com/4jbba - ohhh someone likes to play with their food.... heehee,
12935, very cool,
12936,"i`m actually starting to quite like lily allen and her music, to be honest.",
12937, That`s great! I will have to do the same as I was forced to miss it. I had to leave for work.,
12938,  I like it!,
12939,Refusing to accept that the US holiday is over. Heading to Woodies Longboard  Diner in um ... Hove...,
12940,"success! after much grumbling abt how we always waste money on useless gifts, mum sees the ipod nano and loves it",
12941, Adam Samberg + new moon trailor = good evening. Too bad my cable is off as of friday,
12942,Woke up early!! Dang man I know i`m not going back to sleep,
12943,After hearing susan boyle sing she came off as the most beautiful person i`d ever seen. i feel bad for my first impression though,
12944,Just watched Star Trek. A+! That was so well done. I think I`m down to see it again. Who wants to join me?,
12945,_McFly LOL nah ! of course you`ll get the DVD first since you`ve already ordered it. i`ll sign up to Bebo on Tuesday then! lol  ****,
12946, if u watch the hills in london u will realise what tourture it is because were weeks and weeks late  i just watch itonlinelol,
12947,Two more loads and the moving crew`s done! Started at 7am and i`m done for the day! Too bad the ac doesn`t work in my new place  oh life!,
12948,Yeah. It`s sad.,
